product,issue,sub_product,complaint_id,timely,company_response,submitted_via,company,date_received,state,sub_issue,Month_Year,count
Checking or savings account,Closing an account,Checking account,5908894,Yes,Closed with non-monetary relief,Web,"CITIBANK, N.A.",23-08-22,VA,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5909065,Yes,Closed with monetary relief,Web,WELLS FARGO & COMPANY,23-08-22,CO,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5909272,Yes,Closed with explanation,Referral,U.S. BANCORP,23-08-22,LA,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5909791,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,23-08-22,HI,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5910074,Yes,In progress,Web,Chime Financial Inc,24-08-22,MS,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5911697,Yes,In progress,Web,Chime Financial Inc,25-08-22,NY,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5912167,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",24-08-22,NJ,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5912207,Yes,Closed with non-monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-08-22,ID,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5912404,Yes,In progress,Web,DISCOVER BANK,24-08-22,OR,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5912529,Yes,Closed with explanation,Web,PNC Bank N.A.,24-08-22,NJ,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5913058,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,24-08-22,OR,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5913231,Yes,Closed with explanation,Phone,M&T BANK CORPORATION,24-08-22,VA,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5916249,Yes,In progress,Web,Chime Financial Inc,25-08-22,MO,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5916550,Yes,Closed with explanation,Web,"CITIBANK, N.A.",25-08-22,NY,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5916759,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,25-08-22,AL,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5917120,Yes,Closed with explanation,Web,BANNER CORPORATION,25-08-22,IL,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5917146,Yes,Closed with explanation,Phone,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-08-22,IL,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5917329,Yes,Closed with explanation,Referral,TD BANK US HOLDING COMPANY,25-08-22,VA,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5917695,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,25-08-22,NE,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5917789,Yes,In progress,Web,PNC Bank N.A.,25-08-22,MD,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5918254,Yes,Closed with explanation,Web,"CITIBANK, N.A.",25-08-22,WV,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5918434,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",25-08-22,AZ,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5918862,Yes,Closed with explanation,Web,"CITIBANK, N.A.",27-08-22,NC,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5919550,Yes,In progress,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",26-08-22,MI,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5920707,Yes,In progress,Web,CAPITAL ONE FINANCIAL CORPORATION,26-08-22,MD,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5920877,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",26-08-22,MA,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5921040,Yes,Closed with non-monetary relief,Phone,TD BANK US HOLDING COMPANY,26-08-22,NY,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5922366,Yes,Closed with explanation,Web,"AXOS FINANCIAL, INC.",28-08-22,MA,Fees charged for closing account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5923845,Yes,Closed with explanation,Web,"ARVEST BANK GROUP, INC.",27-08-22,OK,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5924401,Yes,Closed with explanation,Web,UNITED SERVICES AUTOMOBILE ASSOCIATION,27-08-22,PA,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5925066,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",28-08-22,NY,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5925110,Yes,Closed with explanation,Web,SUNCOAST CREDIT UNION,28-08-22,WA,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5926970,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",29-08-22,MI,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5929439,Yes,Closed with explanation,Web,"ARVEST BANK GROUP, INC.",29-08-22,OK,Can't close your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5929722,Yes,Closed with explanation,Web,"CITIBANK, N.A.",29-08-22,NJ,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5930166,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",30-08-22,IN,Fees charged for closing account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5930343,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",30-08-22,IL,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5931872,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",30-08-22,OH,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5931978,Yes,Closed with explanation,Web,"CITIBANK, N.A.",30-08-22,OH,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5932184,Yes,In progress,Web,PNC Bank N.A.,30-08-22,NJ,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5932214,Yes,Closed with monetary relief,Referral,"BM Technologies, Inc.",30-08-22,WA,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5932876,Yes,Closed with monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",30-08-22,PA,Funds not received from closed account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5932943,Yes,In progress,Phone,Chime Financial Inc,30-08-22,MI,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5933064,Yes,Closed with explanation,Web,TransferWise Ltd,30-08-22,CT,Company closed your account,31-08-22,1
Checking or savings account,Closing an account,Checking account,5935404,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,1/9/2022,GA,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5935597,Yes,Closed with explanation,Web,U.S. BANCORP,1/9/2022,WI,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936408,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",31-08-22,NY,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936528,Yes,Closed with explanation,Postal mail,JPMORGAN CHASE & CO.,31-08-22,CO,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936532,Yes,In progress,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",31-08-22,GA,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936577,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",31-08-22,WA,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936681,Yes,In progress,Web,TRUIST FINANCIAL CORPORATION,31-08-22,CA,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5936869,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,31-08-22,NY,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5937613,Yes,Closed with explanation,Web,TD BANK US HOLDING COMPANY,31-08-22,NY,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5937804,Yes,In progress,Web,DISCOVER BANK,31-08-22,VA,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5938012,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",31-08-22,LA,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5938923,Yes,Closed with explanation,Web,"Block, Inc.",2/9/2022,IN,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5939302,Yes,In progress,Web,WELLS FARGO & COMPANY,2/9/2022,CA,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5939468,Yes,Closed with non-monetary relief,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",2/9/2022,KS,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5939787,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",1/9/2022,AL,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5939841,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,1/9/2022,UT,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5940821,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",1/9/2022,IL,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5941036,Yes,Closed with explanation,Web,"CITIBANK, N.A.",1/9/2022,MD,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5941413,Yes,Closed with non-monetary relief,Web,JPMORGAN CHASE & CO.,1/9/2022,NY,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5942159,Yes,Closed with explanation,Referral,"BANK OF AMERICA, NATIONAL ASSOCIATION",1/9/2022,WA,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5942724,Yes,Closed with explanation,Referral,"CITIBANK, N.A.",31-08-22,LA,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5943024,Yes,In progress,Web,DISCOVER BANK,1/9/2022,ME,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5943089,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,1/9/2022,CA,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5943463,Yes,In progress,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",3/9/2022,OR,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5943575,Yes,In progress,Web,WELLS FARGO & COMPANY,2/9/2022,IN,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5943806,Yes,Closed with explanation,Web,U.S. BANCORP,2/9/2022,NJ,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5944187,Yes,Closed with explanation,Web,"CITIBANK, N.A.",2/9/2022,CA,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5944838,Yes,Closed with explanation,Referral,"FIRST INTERSTATE BANCSYSTEM, INC.",2/9/2022,AZ,Company closed your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5945677,Yes,In progress,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",3/9/2022,TX,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5946918,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,3/9/2022,AZ,Funds not received from closed account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5947084,Yes,In progress,Web,REGIONS FINANCIAL CORPORATION,3/9/2022,TX,Can't close your account,30-09-22,1
Checking or savings account,Closing an account,Checking account,5947482,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,4/9/2022,NY,Funds not received from closed account,30-09-22,1
